statement,original_label,binary_label,true_id,predicted_id,predicted_label,prob_fake,prob_real,confidence,correct,error_type,token_length
"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",mostly-true,REAL,1,0,FAKE,0.6881436109542847,0.31185638904571533,0.6881436109542847,False,REAL_TO_FAKE,34
"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",false,FAKE,0,1,REAL,0.09608395397663116,0.9039161205291748,0.9039161205291748,False,FAKE_TO_REAL,21
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,false,FAKE,0,1,REAL,0.27431780099868774,0.725682258605957,0.725682258605957,False,FAKE_TO_REAL,19
"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",mostly-true,REAL,1,0,FAKE,0.9288357496261597,0.07116422802209854,0.9288357496261597,False,REAL_TO_FAKE,31
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,true,REAL,1,0,FAKE,0.9122461676597595,0.0877537876367569,0.9122461676597595,False,REAL_TO_FAKE,35
Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,true,REAL,1,0,FAKE,0.687365710735321,0.31263425946235657,0.687365710735321,False,REAL_TO_FAKE,22
"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.",mostly-true,REAL,1,0,FAKE,0.9160451292991638,0.08395490795373917,0.9160451292991638,False,REAL_TO_FAKE,24
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",pants-fire,FAKE,0,1,REAL,0.3515860140323639,0.6484139561653137,0.6484139561653137,False,FAKE_TO_REAL,30
Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,barely-true,FAKE,0,1,REAL,0.2640276253223419,0.7359722852706909,0.7359722852706909,False,FAKE_TO_REAL,24
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",true,REAL,1,0,FAKE,0.8676661252975464,0.13233394920825958,0.8676661252975464,False,REAL_TO_FAKE,42
Says Charlie Crist implemented Jeb Bushs A+ Plan.,true,REAL,1,0,FAKE,0.9339640140533447,0.06603596359491348,0.9339640140533447,False,REAL_TO_FAKE,15
"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",mostly-true,REAL,1,0,FAKE,0.6786798238754272,0.32132020592689514,0.6786798238754272,False,REAL_TO_FAKE,34
I never gave up custody of my children. I never lost custody of my children.,mostly-true,REAL,1,0,FAKE,0.7918741703033447,0.20812579989433289,0.7918741703033447,False,REAL_TO_FAKE,19
I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,mostly-true,REAL,1,0,FAKE,0.8249890804290771,0.17501093447208405,0.8249890804290771,False,REAL_TO_FAKE,40
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",false,FAKE,0,1,REAL,0.34111544489860535,0.6588846445083618,0.6588846445083618,False,FAKE_TO_REAL,23
Not one dime gets added to the deficit because of Social Security.,barely-true,FAKE,0,1,REAL,0.11439833045005798,0.8856016993522644,0.8856016993522644,False,FAKE_TO_REAL,15
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,false,FAKE,0,1,REAL,0.03346312791109085,0.966536819934845,0.966536819934845,False,FAKE_TO_REAL,26
"There are 60,000 fewer jobs today in this state than we had in 2008.",half-true,FAKE,0,1,REAL,0.04478760436177254,0.9552123546600342,0.9552123546600342,False,FAKE_TO_REAL,19
"Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.",half-true,FAKE,0,1,REAL,0.2503356635570526,0.7496643662452698,0.7496643662452698,False,FAKE_TO_REAL,23
"When people enter the service, theres not a mental health evaluation.",true,REAL,1,0,FAKE,0.9770508408546448,0.022949093952775,0.9770508408546448,False,REAL_TO_FAKE,16
"Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year.",mostly-true,REAL,1,0,FAKE,0.892901599407196,0.10709836333990097,0.892901599407196,False,REAL_TO_FAKE,38
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,pants-fire,FAKE,0,1,REAL,0.17927449941635132,0.8207255005836487,0.8207255005836487,False,FAKE_TO_REAL,25
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,mostly-true,REAL,1,0,FAKE,0.9792776703834534,0.020722324028611183,0.9792776703834534,False,REAL_TO_FAKE,17
"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",true,REAL,1,0,FAKE,0.6884109377861023,0.3115890324115753,0.6884109377861023,False,REAL_TO_FAKE,27
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,true,REAL,1,0,FAKE,0.9839878678321838,0.016012052074074745,0.9839878678321838,False,REAL_TO_FAKE,25
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",mostly-true,REAL,1,0,FAKE,0.6827417016029358,0.3172582685947418,0.6827417016029358,False,REAL_TO_FAKE,34
"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",mostly-true,REAL,1,0,FAKE,0.5737830996513367,0.4262169301509857,0.5737830996513367,False,REAL_TO_FAKE,33
General Motors is the largest corporation in the world again.,false,FAKE,0,1,REAL,0.30136868357658386,0.6986312866210938,0.6986312866210938,False,FAKE_TO_REAL,13
Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,mostly-true,REAL,1,0,FAKE,0.7213698625564575,0.27863016724586487,0.7213698625564575,False,REAL_TO_FAKE,37
The (Russian) ruble is already going down.,mostly-true,REAL,1,0,FAKE,0.7122564911842346,0.2877434492111206,0.7122564911842346,False,REAL_TO_FAKE,13
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",mostly-true,REAL,1,0,FAKE,0.921976625919342,0.07802340388298035,0.921976625919342,False,REAL_TO_FAKE,21
We knew Strom Thurmond had proposed the amendment that blocked Puerto Ricos use of Chapter 9 bankruptcy protection.,mostly-true,REAL,1,0,FAKE,0.6520928144454956,0.347907155752182,0.6520928144454956,False,REAL_TO_FAKE,25
"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.",half-true,FAKE,0,1,REAL,0.36784592270851135,0.6321540474891663,0.6321540474891663,False,FAKE_TO_REAL,28
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,false,FAKE,0,1,REAL,0.47971296310424805,0.520287036895752,0.520287036895752,False,FAKE_TO_REAL,20
John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,half-true,FAKE,0,1,REAL,0.2639791965484619,0.7360208034515381,0.7360208034515381,False,FAKE_TO_REAL,28
"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.",half-true,FAKE,0,1,REAL,0.16782942414283752,0.8321705460548401,0.8321705460548401,False,FAKE_TO_REAL,43
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,mostly-true,REAL,1,0,FAKE,0.9530158042907715,0.04698425158858299,0.9530158042907715,False,REAL_TO_FAKE,23
Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,barely-true,FAKE,0,1,REAL,0.039608266204595566,0.9603917598724365,0.9603917598724365,False,FAKE_TO_REAL,30
$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,mostly-true,REAL,1,0,FAKE,0.7039207816123962,0.296079158782959,0.7039207816123962,False,REAL_TO_FAKE,23
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",false,FAKE,0,1,REAL,0.07635799795389175,0.9236419796943665,0.9236419796943665,False,FAKE_TO_REAL,50
"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",true,REAL,1,0,FAKE,0.8467113375663757,0.15328870713710785,0.8467113375663757,False,REAL_TO_FAKE,27
"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.",half-true,FAKE,0,1,REAL,0.1897837519645691,0.8102162480354309,0.8102162480354309,False,FAKE_TO_REAL,23
... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,true,REAL,1,0,FAKE,0.915346086025238,0.08465389907360077,0.915346086025238,False,REAL_TO_FAKE,44
"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",barely-true,FAKE,0,1,REAL,0.2453191578388214,0.7546808123588562,0.7546808123588562,False,FAKE_TO_REAL,25
"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",mostly-true,REAL,1,0,FAKE,0.8562827110290527,0.1437172144651413,0.8562827110290527,False,REAL_TO_FAKE,41
"Says Daniel Webster wants to make divorce illegal, even for abused wives.",half-true,FAKE,0,1,REAL,0.4560936689376831,0.5439063906669617,0.5439063906669617,False,FAKE_TO_REAL,16
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",false,FAKE,0,1,REAL,0.3329983651638031,0.6670015454292297,0.6670015454292297,False,FAKE_TO_REAL,35
Ford is moving all of their small-car production to Mexico.,mostly-true,REAL,1,0,FAKE,0.9714771509170532,0.028522886335849762,0.9714771509170532,False,REAL_TO_FAKE,15
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",true,REAL,1,0,FAKE,0.8065766096115112,0.19342339038848877,0.8065766096115112,False,REAL_TO_FAKE,36
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",true,REAL,1,0,FAKE,0.9887796640396118,0.01122036948800087,0.9887796640396118,False,REAL_TO_FAKE,28
"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",mostly-true,REAL,1,0,FAKE,0.7191271781921387,0.28087276220321655,0.7191271781921387,False,REAL_TO_FAKE,32
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",true,REAL,1,0,FAKE,0.9880614280700684,0.011938521638512611,0.9880614280700684,False,REAL_TO_FAKE,21
Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,true,REAL,1,0,FAKE,0.5950152277946472,0.40498480200767517,0.5950152277946472,False,REAL_TO_FAKE,18
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,pants-fire,FAKE,0,1,REAL,0.4080558717250824,0.5919440984725952,0.5919440984725952,False,FAKE_TO_REAL,30
The war spending bill actually spends more money on the International Monetary Fund than on the war.,barely-true,FAKE,0,1,REAL,0.29996752738952637,0.7000324726104736,0.7000324726104736,False,FAKE_TO_REAL,20
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,true,REAL,1,0,FAKE,0.7214379906654358,0.278562068939209,0.7214379906654358,False,REAL_TO_FAKE,31
I never favored cap and trade.,false,FAKE,0,1,REAL,0.49599891901016235,0.5040010809898376,0.5040010809898376,False,FAKE_TO_REAL,9
"Every year the state loses 8,000-10,000 acres of land in bear country.",half-true,FAKE,0,1,REAL,0.3267139792442322,0.6732860207557678,0.6732860207557678,False,FAKE_TO_REAL,21
Caution: Kissing and cuddling chickens can be hazardous to your health.,true,REAL,1,0,FAKE,0.7664052844047546,0.23359471559524536,0.7664052844047546,False,REAL_TO_FAKE,16
The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,true,REAL,1,0,FAKE,0.9750359654426575,0.02496403641998768,0.9750359654426575,False,REAL_TO_FAKE,35
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",mostly-true,REAL,1,0,FAKE,0.9655674695968628,0.03443250432610512,0.9655674695968628,False,REAL_TO_FAKE,38
"Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",half-true,FAKE,0,1,REAL,0.37832576036453247,0.6216741800308228,0.6216741800308228,False,FAKE_TO_REAL,48
"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",true,REAL,1,0,FAKE,0.9310181140899658,0.06898193061351776,0.9310181140899658,False,REAL_TO_FAKE,128
More than 10 years of free trade has brought a $2 billion per day trade deficit.,mostly-true,REAL,1,0,FAKE,0.9638770818710327,0.03612285852432251,0.9638770818710327,False,REAL_TO_FAKE,20
"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",half-true,FAKE,0,1,REAL,0.1567729413509369,0.8432270288467407,0.8432270288467407,False,FAKE_TO_REAL,24
Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,half-true,FAKE,0,1,REAL,0.2749522030353546,0.7250477075576782,0.7250477075576782,False,FAKE_TO_REAL,22
"Marco Rubio's ""income skyrocketed while his power increased.""",true,REAL,1,0,FAKE,0.8254718780517578,0.1745281219482422,0.8254718780517578,False,REAL_TO_FAKE,19
This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,half-true,FAKE,0,1,REAL,0.2910923957824707,0.7089076042175293,0.7089076042175293,False,FAKE_TO_REAL,28
Measures taken by my administration have saved taxpayers $1 billion.,mostly-true,REAL,1,0,FAKE,0.8468096256256104,0.15319034457206726,0.8468096256256104,False,REAL_TO_FAKE,14
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",true,REAL,1,0,FAKE,0.8244656324386597,0.17553435266017914,0.8244656324386597,False,REAL_TO_FAKE,26
"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.",mostly-true,REAL,1,0,FAKE,0.768215537071228,0.23178444802761078,0.768215537071228,False,REAL_TO_FAKE,54
Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,mostly-true,REAL,1,0,FAKE,0.86114501953125,0.1388549655675888,0.86114501953125,False,REAL_TO_FAKE,23
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",true,REAL,1,0,FAKE,0.5123736262321472,0.4876263737678528,0.5123736262321472,False,REAL_TO_FAKE,30
"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",half-true,FAKE,0,1,REAL,0.36982208490371704,0.630177915096283,0.630177915096283,False,FAKE_TO_REAL,29
"On my first day in office, I ordered a review of every regulation in the pipeline and every contract exceeding $1 million.",mostly-true,REAL,1,0,FAKE,0.8223830461502075,0.17761698365211487,0.8223830461502075,False,REAL_TO_FAKE,27
Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,false,FAKE,0,1,REAL,0.20319469273090363,0.7968053221702576,0.7968053221702576,False,FAKE_TO_REAL,19
"Put simply, less government spending equals more private sector jobs.",half-true,FAKE,0,1,REAL,0.4170474410057068,0.5829525589942932,0.5829525589942932,False,FAKE_TO_REAL,14
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",barely-true,FAKE,0,1,REAL,0.43317484855651855,0.5668252110481262,0.5668252110481262,False,FAKE_TO_REAL,22
"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",true,REAL,1,0,FAKE,0.8184581398963928,0.18154191970825195,0.8184581398963928,False,REAL_TO_FAKE,36
Florida led the nation in job creation while Bush was governor.,half-true,FAKE,0,1,REAL,0.4963216483592987,0.5036783218383789,0.5036783218383789,False,FAKE_TO_REAL,14
Oil production is down 14 percent this year on federal land.,half-true,FAKE,0,1,REAL,0.2661513686180115,0.7338486909866333,0.7338486909866333,False,FAKE_TO_REAL,14
Property tax exemptions can be granted to small businesses that move into Milwaukee County.,false,FAKE,0,1,REAL,0.11219654977321625,0.8878034353256226,0.8878034353256226,False,FAKE_TO_REAL,18
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,false,FAKE,0,1,REAL,0.35061749815940857,0.6493825316429138,0.6493825316429138,False,FAKE_TO_REAL,22
The Obama administration is refusing to directly arm the Kurds.,mostly-true,REAL,1,0,FAKE,0.9910780191421509,0.008922019973397255,0.9910780191421509,False,REAL_TO_FAKE,14
"Of the more than 1.3 million temporary mortgage modifications, over half have defaulted.",half-true,FAKE,0,1,REAL,0.057798340916633606,0.9422016739845276,0.9422016739845276,False,FAKE_TO_REAL,19
"Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him.",mostly-true,REAL,1,0,FAKE,0.7109476923942566,0.2890523672103882,0.7109476923942566,False,REAL_TO_FAKE,33
"In many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.",barely-true,FAKE,0,1,REAL,0.08834425359964371,0.9116557836532593,0.9116557836532593,False,FAKE_TO_REAL,35
We have SAT scores lower than that of Alabama.,half-true,FAKE,0,1,REAL,0.02815295197069645,0.9718471169471741,0.9718471169471741,False,FAKE_TO_REAL,12
Gov. Romneys plan would cut taxes for the folks at the very top.,mostly-true,REAL,1,0,FAKE,0.9570091366767883,0.04299083724617958,0.9570091366767883,False,REAL_TO_FAKE,18
"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.",mostly-true,REAL,1,0,FAKE,0.6271413564682007,0.3728586733341217,0.6271413564682007,False,REAL_TO_FAKE,33
"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",false,FAKE,0,1,REAL,0.21439599990844727,0.7856040000915527,0.7856040000915527,False,FAKE_TO_REAL,26
Were second only to Boston in college students per capita.,false,FAKE,0,1,REAL,0.092796690762043,0.9072033166885376,0.9072033166885376,False,FAKE_TO_REAL,13
Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,mostly-true,REAL,1,0,FAKE,0.957709789276123,0.04229016974568367,0.957709789276123,False,REAL_TO_FAKE,20
"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.",mostly-true,REAL,1,0,FAKE,0.8773614168167114,0.12263854593038559,0.8773614168167114,False,REAL_TO_FAKE,24
Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,half-true,FAKE,0,1,REAL,0.11830861121416092,0.8816914558410645,0.8816914558410645,False,FAKE_TO_REAL,25
The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,mostly-true,REAL,1,0,FAKE,0.7940241694450378,0.20597580075263977,0.7940241694450378,False,REAL_TO_FAKE,30
White men account for 69 percent of those arrested for violent crimes.,false,FAKE,0,1,REAL,0.3900228440761566,0.6099771857261658,0.6099771857261658,False,FAKE_TO_REAL,15
We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,half-true,FAKE,0,1,REAL,0.039787136018276215,0.9602128863334656,0.9602128863334656,False,FAKE_TO_REAL,26
"Says in fiscal year 2011, the state had a projected $11 billion deficit.",half-true,FAKE,0,1,REAL,0.14830566942691803,0.8516942858695984,0.8516942858695984,False,FAKE_TO_REAL,18
"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",half-true,FAKE,0,1,REAL,0.20490463078022003,0.7950953841209412,0.7950953841209412,False,FAKE_TO_REAL,43
"One half of federal spending goes to Social Security, Medicare and Medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",half-true,FAKE,0,1,REAL,0.13466805219650269,0.8653318881988525,0.8653318881988525,False,FAKE_TO_REAL,34
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",true,REAL,1,0,FAKE,0.9637485146522522,0.0362514890730381,0.9637485146522522,False,REAL_TO_FAKE,28
Says the American public overwhelmingly opposed Democratic-steered health care plan.,half-true,FAKE,0,1,REAL,0.07095249742269516,0.9290475249290466,0.9290475249290466,False,FAKE_TO_REAL,15
"Right now, if Rhode Island police come across a young person with a gun, they really dont legally have the right to take it away from them.",half-true,FAKE,0,1,REAL,0.14804089069366455,0.8519591689109802,0.8519591689109802,False,FAKE_TO_REAL,33
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",false,FAKE,0,1,REAL,0.04981304332613945,0.9501869678497314,0.9501869678497314,False,FAKE_TO_REAL,23
Oil companies ...currently have 68-million acres that they're not using.,false,FAKE,0,1,REAL,0.04651467502117157,0.953485369682312,0.953485369682312,False,FAKE_TO_REAL,20
John Raeses wife is registered to vote in Florida so she cant even vote for him.,true,REAL,1,0,FAKE,0.9494409561157227,0.05055901035666466,0.9494409561157227,False,REAL_TO_FAKE,21
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,true,REAL,1,0,FAKE,0.9621700048446655,0.03783004358410835,0.9621700048446655,False,REAL_TO_FAKE,24
Oregon school districts are directing 24 percent of their food budgets to purchase local foods. Thats the highest percentage in the country.,half-true,FAKE,0,1,REAL,0.2042674869298935,0.7957324981689453,0.7957324981689453,False,FAKE_TO_REAL,27
Every major religion is opposed to same-sex marriage.,half-true,FAKE,0,1,REAL,0.07145608216524124,0.9285439252853394,0.9285439252853394,False,FAKE_TO_REAL,13
The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.,half-true,FAKE,0,1,REAL,0.24693751335144043,0.7530624866485596,0.7530624866485596,False,FAKE_TO_REAL,35
"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",true,REAL,1,0,FAKE,0.849118173122406,0.15088190138339996,0.849118173122406,False,REAL_TO_FAKE,50
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,false,FAKE,0,1,REAL,0.13692651689052582,0.863073468208313,0.863073468208313,False,FAKE_TO_REAL,24
"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",true,REAL,1,0,FAKE,0.8133462071418762,0.18665380775928497,0.8133462071418762,False,REAL_TO_FAKE,27
"John McCain intervened, which helped Airbus get that Pentagon contract.",barely-true,FAKE,0,1,REAL,0.11594858765602112,0.8840513825416565,0.8840513825416565,False,FAKE_TO_REAL,14
I have never said that I don't wear flag pins or refuse to wear flag pins.,false,FAKE,0,1,REAL,0.2204880714416504,0.7795118689537048,0.7795118689537048,False,FAKE_TO_REAL,21
Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,half-true,FAKE,0,1,REAL,0.030627643689513206,0.9693723320960999,0.9693723320960999,False,FAKE_TO_REAL,24
The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.,mostly-true,REAL,1,0,FAKE,0.5287664532661438,0.4712335467338562,0.5287664532661438,False,REAL_TO_FAKE,29
I wake up every morning in a house (the White House) that was built by slaves.,true,REAL,1,0,FAKE,0.6718292832374573,0.3281707465648651,0.6718292832374573,False,REAL_TO_FAKE,21
Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,mostly-true,REAL,1,0,FAKE,0.8635635375976562,0.13643646240234375,0.8635635375976562,False,REAL_TO_FAKE,20
"The United States has never been richer, if you look at per capita GDP.",true,REAL,1,0,FAKE,0.668224573135376,0.331775426864624,0.668224573135376,False,REAL_TO_FAKE,18
Michele Bachmanns legislative record is offering failed amendments.,mostly-true,REAL,1,0,FAKE,0.9937491416931152,0.0062509020790457726,0.9937491416931152,False,REAL_TO_FAKE,13
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,false,FAKE,0,1,REAL,0.3206480145454407,0.6793519258499146,0.6793519258499146,False,FAKE_TO_REAL,27
"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",mostly-true,REAL,1,0,FAKE,0.9270110130310059,0.07298899441957474,0.9270110130310059,False,REAL_TO_FAKE,24
Some of the wealthiest Americans are African-American now.,false,FAKE,0,1,REAL,0.022337069734930992,0.9776629209518433,0.9776629209518433,False,FAKE_TO_REAL,13
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,false,FAKE,0,1,REAL,0.02362188883125782,0.9763780832290649,0.9763780832290649,False,FAKE_TO_REAL,22
"A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.",mostly-true,REAL,1,0,FAKE,0.7158976793289185,0.28410229086875916,0.7158976793289185,False,REAL_TO_FAKE,40
"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.",barely-true,FAKE,0,1,REAL,0.39903852343559265,0.6009615063667297,0.6009615063667297,False,FAKE_TO_REAL,29
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",mostly-true,REAL,1,0,FAKE,0.9353796243667603,0.06462039798498154,0.9353796243667603,False,REAL_TO_FAKE,24
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",true,REAL,1,0,FAKE,0.9702441692352295,0.029755810275673866,0.9702441692352295,False,REAL_TO_FAKE,22
"We have 80,000 abortions in Texas every year.",true,REAL,1,0,FAKE,0.7613642811775208,0.23863568902015686,0.7613642811775208,False,REAL_TO_FAKE,14
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,true,REAL,1,0,FAKE,0.9307330846786499,0.06926685571670532,0.9307330846786499,False,REAL_TO_FAKE,22
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,false,FAKE,0,1,REAL,0.23654386401176453,0.7634561657905579,0.7634561657905579,False,FAKE_TO_REAL,24
"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",true,REAL,1,0,FAKE,0.8004096746444702,0.1995902806520462,0.8004096746444702,False,REAL_TO_FAKE,26
"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",mostly-true,REAL,1,0,FAKE,0.9245721697807312,0.0754278376698494,0.9245721697807312,False,REAL_TO_FAKE,50
"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",mostly-true,REAL,1,0,FAKE,0.7893404960632324,0.2106594741344452,0.7893404960632324,False,REAL_TO_FAKE,37
Our welfare system now consumes 42 percent of our budget.,half-true,FAKE,0,1,REAL,0.06176409125328064,0.9382359385490417,0.9382359385490417,False,FAKE_TO_REAL,14
