statement,true_label_id,true_label,predicted_label_id,predicted_label,prob_fake,prob_real,confidence,correct,token_length,error_type,length_group
"of the 20 bills [ rep. david ] cicilline has sponsored in his three years in office, not a single one has advanced past the embryonic committee stage.",0,FAKE,1,REAL,0.08327504,0.9167249,0.9167249,False,37,FAKE_TO_REAL,33-64
ninety - seven percent of americans do not receive subsidies for health care under the affordable care act.,1,REAL,0,FAKE,0.91677827,0.083221756,0.91677827,False,21,REAL_TO_FAKE,17-32
were trailing every other state in the midwest in terms of job creation since january of 2011.,0,FAKE,1,REAL,0.08096335,0.9190366,0.9190366,False,20,FAKE_TO_REAL,17-32
says clackamas county has more urban renewal debt than all the other oregon counties combined.,0,FAKE,1,REAL,0.080271475,0.91972846,0.91972846,False,21,FAKE_TO_REAL,17-32
says marco rubio said social security and medicare haveweakened us as a people.,1,REAL,0,FAKE,0.92006105,0.079938956,0.92006105,False,20,REAL_TO_FAKE,17-32
"a mortgage buyback plan is "" my proposal, it's not sen. obama's proposal, it's not president bush's proposal. """,1,REAL,0,FAKE,0.9200948,0.079905264,0.9200948,False,34,REAL_TO_FAKE,33-64
"the cbo says that if you raise the minimum wage to $ 10. 10 an hour, half a million people would lose their jobs.",1,REAL,0,FAKE,0.9204255,0.07957454,0.9204255,False,30,REAL_TO_FAKE,17-32
"says she brought together business, labor and hospitals to give 94, 000 oregon children health care.",1,REAL,0,FAKE,0.9219766,0.078023404,0.9219766,False,21,REAL_TO_FAKE,17-32
"last year, out of the 500, 000 ( in ) population growth we had in the state of texas, about 250, 000 of the 500, 000 came to texas... from the other 49 states.",0,FAKE,1,REAL,0.07784947,0.92215055,0.92215055,False,45,FAKE_TO_REAL,33-64
"what i look at every month is how many more new jerseyans are back to work. you have another 9, 900 last month that are back to work and over almost 90, 000 that are back to work now since i became governor.",0,FAKE,1,REAL,0.076358,0.923642,0.923642,False,50,FAKE_TO_REAL,33-64
"sarah palin was repeating "" abraham lincoln's words "" in discussing the war in iraq.",1,REAL,0,FAKE,0.92389673,0.076103285,0.92389673,False,21,REAL_TO_FAKE,17-32
"the president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place - - putting in place a new rocket design and then trying to underfund the effort...",1,REAL,0,FAKE,0.92457217,0.07542784,0.92457217,False,50,REAL_TO_FAKE,33-64
"each year, 18, 000 people die in america because they don't have health care.",1,REAL,0,FAKE,0.924644,0.07535602,0.924644,False,21,REAL_TO_FAKE,17-32
georgias hope scholarship is still the richest scholarship program in america.,0,FAKE,1,REAL,0.07506704,0.92493296,0.92493296,False,15,FAKE_TO_REAL,1-16
"says a youtube video shows thomas dimassimo, the man who rushed trump at an ohio rally, dragging the american flag on the ground like it was a piece of garbage.",1,REAL,0,FAKE,0.92494404,0.07505599,0.92494404,False,37,REAL_TO_FAKE,33-64
"on the day of the new hampshire primary in 1980, the top 13 people of ronald reagans staff quit.",1,REAL,0,FAKE,0.927011,0.072988994,0.927011,False,24,REAL_TO_FAKE,17-32
lorain is the poorest urban school district in the state of ohio.,0,FAKE,1,REAL,0.07176183,0.92823815,0.92823815,False,17,FAKE_TO_REAL,17-32
every major religion is opposed to same - sex marriage.,0,FAKE,1,REAL,0.07145608,0.9285439,0.9285439,False,13,FAKE_TO_REAL,1-16
says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1,REAL,0,FAKE,0.9287724,0.07122766,0.9287724,False,31,REAL_TO_FAKE,17-32
"since 1970, the clean air act has reduced toxic and health - threatening air pollution by 60 percent while our economy has grown more than 200 percent.",1,REAL,0,FAKE,0.92883575,0.07116423,0.92883575,False,31,REAL_TO_FAKE,17-32
says the american public overwhelmingly opposed democratic - steered health care plan.,0,FAKE,1,REAL,0.0709525,0.9290475,0.9290475,False,15,FAKE_TO_REAL,1-16
north koreas missiles are not going to have a capability to reach the united states anytime real soon.,1,REAL,0,FAKE,0.9307331,0.069266856,0.9307331,False,22,REAL_TO_FAKE,17-32
"fifty - six percent decline in overall crime. a 73 percent decline in motor - vehicle theft. a 67 percent decline in robbery. a 66 percent decline in murder. this is way beyond what happened in the nation during this period of time. crime rudy - giuliani attorney new york republican 9 11 10 7 3 new york, n. y. 5122. json mostly - true in 1958, there were 16 states in this country that prohibited - - prohibited - - an african - american and a caucasian from being married. civil - rights, gays - and - lesbians, marriage sheila - oliver assemblywoman new jersey",1,REAL,0,FAKE,0.9310181,0.06898193,0.9310181,False,128,REAL_TO_FAKE,65-128
"says, in oregon in 2010, 49 percent of all pregnancies were unintended.",1,REAL,0,FAKE,0.93295044,0.06704961,0.93295044,False,21,REAL_TO_FAKE,17-32
says mitt romney flip - flopped on an assault weapons ban.,0,FAKE,1,REAL,0.06644221,0.9335578,0.9335578,False,15,FAKE_TO_REAL,1-16
says charlie crist implemented jeb bushs a + plan.,1,REAL,0,FAKE,0.933964,0.06603596,0.933964,False,15,REAL_TO_FAKE,1-16
over half the people on disability are either anxious or their back hurts.,0,FAKE,1,REAL,0.06466404,0.93533593,0.93533593,False,16,FAKE_TO_REAL,1-16
the problem of unwanted sexual contacts in the military is not just a womans issue. more than half of the victims are men.,1,REAL,0,FAKE,0.9353482,0.06465173,0.9353482,False,28,REAL_TO_FAKE,17-32
"the race will tighten, just because that's what happens at the end of campaigns. they always have.",1,REAL,0,FAKE,0.9353796,0.0646204,0.9353796,False,24,REAL_TO_FAKE,17-32
"when these same republicans - including mr. boehner - were in charge, the number of earmarks and pet projects went up, not down.",1,REAL,0,FAKE,0.9364372,0.06356278,0.9364372,False,32,REAL_TO_FAKE,17-32
the united states is the only developed country in the world that has not cut its corporate tax rate.,0,FAKE,1,REAL,0.062604226,0.9373958,0.9373958,False,22,FAKE_TO_REAL,17-32
"in the city of milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1,REAL,0,FAKE,0.9379852,0.06201477,0.9379852,False,38,REAL_TO_FAKE,33-64
our welfare system now consumes 42 percent of our budget.,0,FAKE,1,REAL,0.06176409,0.93823594,0.93823594,False,14,FAKE_TO_REAL,1-16
"the war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",1,REAL,0,FAKE,0.93845046,0.061549485,0.93845046,False,38,REAL_TO_FAKE,33-64
every ( u. s. supreme court ) nominee since 1875 has received a nomination hearing.,0,FAKE,1,REAL,0.06140774,0.93859226,0.93859226,False,20,FAKE_TO_REAL,17-32
takes credit for substantially reducing the size of the state workforce.,1,REAL,0,FAKE,0.93905413,0.060945835,0.93905413,False,14,REAL_TO_FAKE,1-16
district 22 includes about 80 % of the district i have represented since 2010. district 20 includes about 20 % of the area i have represented since 2010.,0,FAKE,1,REAL,0.060028482,0.93997157,0.93997157,False,32,FAKE_TO_REAL,17-32
the texas department of transportation... misplaced a billion dollars.,1,REAL,0,FAKE,0.9400964,0.059903596,0.9400964,False,16,REAL_TO_FAKE,1-16
says states mandated tests come from an english company.,1,REAL,0,FAKE,0.9404289,0.059571113,0.9404289,False,12,REAL_TO_FAKE,1-16
"we have an army that just cut 40, 000 spots.",1,REAL,0,FAKE,0.94105536,0.058944605,0.94105536,False,14,REAL_TO_FAKE,1-16
you had supported john mccain's military strategies pretty adamantly until this race.,0,FAKE,1,REAL,0.05855009,0.94144994,0.94144994,False,18,FAKE_TO_REAL,17-32
"of the more than 1. 3 million temporary mortgage modifications, over half have defaulted.",0,FAKE,1,REAL,0.05779834,0.9422017,0.9422017,False,19,FAKE_TO_REAL,17-32
"in a lawsuit between private citizens, a florida judge announced the decision was going to be based on islamic law.",1,REAL,0,FAKE,0.94251204,0.057487953,0.94251204,False,24,REAL_TO_FAKE,17-32
"the baucus bill "" contains provisions that would send massive federal subsidies directly to both private insurance plans and government - chartered cooperatives that pay for elective abortion. """,1,REAL,0,FAKE,0.9426594,0.057340607,0.9426594,False,36,REAL_TO_FAKE,33-64
more ( student - athletes ) graduate than the students who arent student - athletes.,0,FAKE,1,REAL,0.056979895,0.9430201,0.9430201,False,19,FAKE_TO_REAL,17-32
both the democratic and republican candidates for president in 2016 are quite unpopular.,1,REAL,0,FAKE,0.94462913,0.05537092,0.94462913,False,16,REAL_TO_FAKE,1-16
says president barack obamas approval rating gained 3 points in the last couple months.,1,REAL,0,FAKE,0.94516265,0.054837335,0.94516265,False,18,REAL_TO_FAKE,17-32
22 countries invaded by the u. s. in 20 years.,0,FAKE,1,REAL,0.053905074,0.9460949,0.9460949,False,15,FAKE_TO_REAL,1-16
john raeses wife is registered to vote in florida so she cant even vote for him.,1,REAL,0,FAKE,0.94944096,0.05055901,0.94944096,False,21,REAL_TO_FAKE,17-32
"says opponent u. s. rep. gwen moore is wisconsins most absent member of congress, missing nearly 17 percent of the house votes in the second quarter of 2012.",1,REAL,0,FAKE,0.94984466,0.05015531,0.94984466,False,36,REAL_TO_FAKE,33-64
building a wall on the u. s. - mexico border will take literally years.,1,REAL,0,FAKE,0.9499503,0.05004979,0.9499503,False,19,REAL_TO_FAKE,17-32
"we have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",0,FAKE,1,REAL,0.049813043,0.95018697,0.95018697,False,23,FAKE_TO_REAL,17-32
"one in every five families in the state of new jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",1,REAL,0,FAKE,0.950982,0.049018063,0.950982,False,35,REAL_TO_FAKE,33-64
ive been here almost every day.,0,FAKE,1,REAL,0.047201354,0.95279866,0.95279866,False,10,FAKE_TO_REAL,1-16
says barack obama is the first president in modern history not to have a single year of 3 percent growth.,1,REAL,0,FAKE,0.9530158,0.04698425,0.9530158,False,23,REAL_TO_FAKE,17-32
oil companies... currently have 68 - million acres that they're not using.,0,FAKE,1,REAL,0.046514675,0.95348537,0.95348537,False,20,FAKE_TO_REAL,17-32
"there are 60, 000 fewer jobs today in this state than we had in 2008.",0,FAKE,1,REAL,0.044787604,0.95521235,0.95521235,False,19,FAKE_TO_REAL,17-32
"contends that president obama literally said ( if ) his cap - and - trade proposals were to pass, that utility rates, his words now, would, necessarily skyrocket.",1,REAL,0,FAKE,0.9556803,0.04431967,0.9556803,False,38,REAL_TO_FAKE,33-64
one man sacrificed for his country. one man opposed a flawed strategy in iraq. one man had the courage to call for change. one man didn't play politics with the truth. one man stands up to the special interests.,1,REAL,0,FAKE,0.9556922,0.04430787,0.9556922,False,48,REAL_TO_FAKE,33-64
says if you compare the portland metro area to the cdcs statewide cavity rates... the portland metro area would actually rank as having the 15th lowest cavity rate in the u. s.,0,FAKE,1,REAL,0.043820906,0.9561791,0.9561791,False,40,FAKE_TO_REAL,33-64
gov. romneys plan would cut taxes for the folks at the very top.,1,REAL,0,FAKE,0.95700914,0.042990837,0.95700914,False,18,REAL_TO_FAKE,17-32
"of the roughly 15 percent of americans who dont have health insurance, half of them made more than $ 50, 000 a year.",0,FAKE,1,REAL,0.042634238,0.95736575,0.95736575,False,29,FAKE_TO_REAL,17-32
mike martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,1,REAL,0,FAKE,0.9577098,0.04229017,0.9577098,False,20,REAL_TO_FAKE,17-32
six thousand people have sought addiction treatment through expanded medicaid.,0,FAKE,1,REAL,0.0411452,0.95885473,0.95885473,False,15,FAKE_TO_REAL,1-16
virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. it had a very low rate of higher education attainment but is now above the national average.,0,FAKE,1,REAL,0.04076677,0.9592333,0.9592333,False,44,FAKE_TO_REAL,33-64
"in the 2012 election, there were more votes cast than registered voters in st. lucie county, and palm beach county had 141 percent turnout.",0,FAKE,1,REAL,0.039798886,0.96020114,0.96020114,False,30,FAKE_TO_REAL,17-32
we know that tax cuts are remarkably un - stimulative when you compare them with different kinds of government spending.,0,FAKE,1,REAL,0.039787136,0.9602129,0.9602129,False,26,FAKE_TO_REAL,17-32
half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,0,FAKE,1,REAL,0.039608266,0.96039176,0.96039176,False,30,FAKE_TO_REAL,17-32
about 78 to 81 house democrats are members of the communist party.... its called the congressional progressive caucus.,0,FAKE,1,REAL,0.039324317,0.9606757,0.9606757,False,25,FAKE_TO_REAL,17-32
"the sex - offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",1,REAL,0,FAKE,0.9606909,0.039309107,0.9606909,False,34,REAL_TO_FAKE,33-64
says the director of an anti - abortion group receiving a texas grant to provide womens health services believes hiv can be spread through the sewer system.,1,REAL,0,FAKE,0.9608507,0.03914935,0.9608507,False,31,REAL_TO_FAKE,17-32
we already pay the highest electricity prices in the country here in new england.,0,FAKE,1,REAL,0.038970213,0.96102977,0.96102977,False,17,FAKE_TO_REAL,17-32
says the u. s. federal income tax rate was 0 percent until 1913.,0,FAKE,1,REAL,0.038754713,0.9612453,0.9612453,False,18,FAKE_TO_REAL,17-32
"vern buchanan. his old business was caught illegally funneling over $ 60, 000 in campaign donations to buchanan to influence his election.",1,REAL,0,FAKE,0.961695,0.038304962,0.961695,False,29,REAL_TO_FAKE,17-32
says the last non - partisan commission to improve the voting experience in america concluded that # voterid was necessary.,1,REAL,0,FAKE,0.96217,0.037830044,0.96217,False,24,REAL_TO_FAKE,17-32
"98 percent of small businesses make less than $ 250, 000 and would not see a tax increase under barack obama's plan.",1,REAL,0,FAKE,0.9637485,0.03625149,0.9637485,False,28,REAL_TO_FAKE,17-32
more than 10 years of free trade has brought a $ 2 billion per day trade deficit.,1,REAL,0,FAKE,0.9638771,0.03612286,0.9638771,False,20,REAL_TO_FAKE,17-32
we have the most productive workers in the world.,1,REAL,0,FAKE,0.9651778,0.034822267,0.9651778,False,12,REAL_TO_FAKE,1-16
"pepper... kicked off a jock tax, imposing a levy on the sports and entertainment industry.",1,REAL,0,FAKE,0.9653814,0.034618665,0.9653814,False,22,REAL_TO_FAKE,17-32
"the obama administration is using as its legal justification for these airstrikes ( on the islamic state ), an authorization for military force that the president himself has called for repeal of.",1,REAL,0,FAKE,0.96556747,0.034432504,0.96556747,False,38,REAL_TO_FAKE,33-64
rhode islands unemployment insurance system is the most expensive such system in the country.,0,FAKE,1,REAL,0.033868413,0.9661316,0.9661316,False,17,FAKE_TO_REAL,17-32
canada sets aside 36 percent of their visas for people with skills they think their country needs. we set aside 6 percent.,0,FAKE,1,REAL,0.033463128,0.9665368,0.9665368,False,26,FAKE_TO_REAL,17-32
on the troubled asset relief program ( tarp ),1,REAL,0,FAKE,0.96680945,0.033190526,0.96680945,False,12,REAL_TO_FAKE,1-16
"the united states can immediately tap a domestic energy resource of more than 1. 5 trillion barrels of oil, six times more than saudi arabia.",0,FAKE,1,REAL,0.033071086,0.9669289,0.9669289,False,30,FAKE_TO_REAL,17-32
narragansett bay waters are getting warmer - - 4 degrees fahrenheit warmer in the winter since the 1960s.,0,FAKE,1,REAL,0.03287241,0.96712756,0.96712756,False,27,FAKE_TO_REAL,17-32
there have not been any public safety issues in cities that allow transgender people to use the bathroom of the gender they identify as.,1,REAL,0,FAKE,0.9679585,0.032041498,0.9679585,False,27,REAL_TO_FAKE,17-32
"the words subhuman mongrel, which ted nugent called president barack obama, were used by the nazis to justify the genocide of the jewish community.",1,REAL,0,FAKE,0.9685242,0.03147578,0.9685242,False,34,REAL_TO_FAKE,33-64
"americans spend 100 - million hours a year filling out these forms ( fafsa ). that is the equivalent of 55, 500 full - time jobs.",0,FAKE,1,REAL,0.03127243,0.9687275,0.9687275,False,33,FAKE_TO_REAL,33-64
"if you don't count illegal aliens, people who qualify for other insurance, and people who make more than $ 75, 000 a year, it leaves about 15 million people who are uninsured.",0,FAKE,1,REAL,0.031207861,0.9687921,0.9687921,False,43,FAKE_TO_REAL,33-64
says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,0,FAKE,1,REAL,0.030627644,0.96937233,0.96937233,False,24,FAKE_TO_REAL,17-32
"says mccain "" supported george bush's policies 95 percent of the time. """,0,FAKE,1,REAL,0.030480554,0.96951944,0.96951944,False,18,FAKE_TO_REAL,17-32
"even after obamacare is fully implemented, there still will be tens of millions of people not covered.",1,REAL,0,FAKE,0.97024417,0.02975581,0.97024417,False,22,REAL_TO_FAKE,17-32
ford is moving all of their small - car production to mexico.,1,REAL,0,FAKE,0.97147715,0.028522886,0.97147715,False,15,REAL_TO_FAKE,1-16
we have sat scores lower than that of alabama.,0,FAKE,1,REAL,0.028152952,0.9718471,0.9718471,False,12,FAKE_TO_REAL,1-16
"there is no war on coal. period. there are more coal jobs and more coal produced in ohio than there were five years ago, in spite of the talking points and the yard signs.",1,REAL,0,FAKE,0.9723531,0.027646897,0.9723531,False,40,REAL_TO_FAKE,33-64
"mccain "" has opposed stem cell research. """,0,FAKE,1,REAL,0.027646493,0.97235346,0.97235346,False,11,FAKE_TO_REAL,1-16
the republican national convention is a super bowl times four.,0,FAKE,1,REAL,0.026941292,0.97305876,0.97305876,False,13,FAKE_TO_REAL,1-16
pasco county schools have graduation rates substantially higher than the state average and dropout rates below the state average.,1,REAL,0,FAKE,0.9741002,0.025899779,0.9741002,False,24,REAL_TO_FAKE,17-32
the coalition of arab states against libyas moammar gadhafi is the biggest coalition against a fellow arab leader since the persian gulf war in 1990 - 1991.,1,REAL,0,FAKE,0.97503597,0.024964036,0.97503597,False,35,REAL_TO_FAKE,33-64
"more than 1, 000 american soldiers have lost their lives in afghanistan in the last 27 months. this is more than the combined total of the nine years before.",0,FAKE,1,REAL,0.024621485,0.97537845,0.97537845,False,34,FAKE_TO_REAL,33-64
says the unemployment rate for college graduates is 4. 4 percent and over 10 percent for noncollege - educated.,1,REAL,0,FAKE,0.97562575,0.024374261,0.97562575,False,25,REAL_TO_FAKE,17-32
theres 400 more people working in health care today in new hampshire than when we passed the budget.,0,FAKE,1,REAL,0.023621889,0.9763781,0.9763781,False,22,FAKE_TO_REAL,17-32
on federal stimulus money for expanding rail service.,1,REAL,0,FAKE,0.9766938,0.023306204,0.9766938,False,11,REAL_TO_FAKE,1-16
"when people enter the service, theres not a mental health evaluation.",1,REAL,0,FAKE,0.97705084,0.022949094,0.97705084,False,16,REAL_TO_FAKE,1-16
individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,1,REAL,0,FAKE,0.97711223,0.022887837,0.97711223,False,22,REAL_TO_FAKE,17-32
some of the wealthiest americans are african - american now.,0,FAKE,1,REAL,0.02233707,0.9776629,0.9776629,False,13,FAKE_TO_REAL,1-16
says u. s. rep. connie mack iv passed only one bill in seven years.,1,REAL,0,FAKE,0.9779416,0.02205845,0.9779416,False,20,REAL_TO_FAKE,17-32
one in five american households have nobody under the same roof thats got a job.,0,FAKE,1,REAL,0.0215731,0.97842693,0.97842693,False,19,FAKE_TO_REAL,17-32
heroin.. pours across our southern borders.,1,REAL,0,FAKE,0.9788117,0.021188363,0.9788117,False,12,REAL_TO_FAKE,1-16
"first, he was in favor of my plan, now he's attacking it.",1,REAL,0,FAKE,0.9790592,0.020940743,0.9790592,False,19,REAL_TO_FAKE,17-32
hes the only candidate whos balanced budgets and brought jobs to providence.,1,REAL,0,FAKE,0.97917557,0.020824462,0.97917557,False,17,REAL_TO_FAKE,17-32
uses headlines to portray gov. rick perry as beholden to special interests.,1,REAL,0,FAKE,0.9792777,0.020722324,0.9792777,False,17,REAL_TO_FAKE,17-32
says the cascading effects of climate change contributed to the rise of isis.,1,REAL,0,FAKE,0.97935635,0.020643733,0.97935635,False,18,REAL_TO_FAKE,17-32
"obama "" won health care for 150, 000 people. """,1,REAL,0,FAKE,0.9808365,0.0191635,0.9808365,False,14,REAL_TO_FAKE,1-16
"says 315, 000 mostly minority texas students are enrolled in failing schools.",1,REAL,0,FAKE,0.98127043,0.018729605,0.98127043,False,16,REAL_TO_FAKE,1-16
says the main central texas food bank is delivering 50 percent more food to the poor than three years ago.,1,REAL,0,FAKE,0.9813632,0.018636823,0.9813632,False,23,REAL_TO_FAKE,17-32
"atlanta mayor kasim reed became a city resident in the last annexation, opening the door to his candidacy.",1,REAL,0,FAKE,0.9815922,0.018407863,0.9815922,False,24,REAL_TO_FAKE,17-32
1 percent of americans are millionaires. 47 percent of house reps. are millionaires. 56 percent of senators are millionaires.,0,FAKE,1,REAL,0.017184673,0.9828153,0.9828153,False,29,FAKE_TO_REAL,17-32
"we spend in tax loopholes annually $ 1. 1 trillion. thats more than we spend on our defense budget in a year, on medicare or medicaid in a year.",0,FAKE,1,REAL,0.016130896,0.98386914,0.98386914,False,39,FAKE_TO_REAL,33-64
nine million people have lower - cost hiv / aids medicine because of the work of the clinton foundation and my husband.,1,REAL,0,FAKE,0.98398787,0.016012052,0.98398787,False,25,REAL_TO_FAKE,17-32
"weve seen 115, 000 jobs created in the american auto industry since gm and chrysler emerged from bankruptcy.",0,FAKE,1,REAL,0.015864827,0.9841352,0.9841352,False,23,FAKE_TO_REAL,17-32
women have come through the recession worse off than men the numbers bear that out. we went from a 7 percent unemployment rate for women when he ( president barack obama ) was elected to an 8. 1 percent now.,1,REAL,0,FAKE,0.9844742,0.01552581,0.9844742,False,45,REAL_TO_FAKE,33-64
"under mayor tom barrett, the number of milwaukee police officers has not increased.",1,REAL,0,FAKE,0.984577,0.015422988,0.984577,False,17,REAL_TO_FAKE,17-32
i said no to these big bank bailouts.,1,REAL,0,FAKE,0.984868,0.015132051,0.984868,False,12,REAL_TO_FAKE,1-16
sayvideo shows massive alligator strolling across florida golf course.,1,REAL,0,FAKE,0.98618895,0.01381106,0.98618895,False,15,REAL_TO_FAKE,1-16
obama - nelson economic record : job creation... at slowest post - recession rate since great depression.,1,REAL,0,FAKE,0.98624146,0.013758584,0.98624146,False,24,REAL_TO_FAKE,17-32
my supporters arent special interest groups in madison and milwaukee.,1,REAL,0,FAKE,0.9867269,0.013273152,0.9867269,False,14,REAL_TO_FAKE,1-16
"says the obama administration approved a major disaster declaration for oklahoma in 2009, when nine of the states 77 counties burned for about three days, while texas wildfires have been burning for longer without such a declaration.",1,REAL,0,FAKE,0.9878248,0.012175263,0.9878248,False,43,REAL_TO_FAKE,33-64
"says the state of texas rates as unacceptable almost 500 of the states 8, 000 public schools.",1,REAL,0,FAKE,0.9880614,0.011938522,0.9880614,False,21,REAL_TO_FAKE,17-32
"the clinton foundation is a charity where president and secretary clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,REAL,0,FAKE,0.9884688,0.011531139,0.9884688,False,37,REAL_TO_FAKE,33-64
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",1,REAL,0,FAKE,0.98877966,0.0112203695,0.98877966,False,28,REAL_TO_FAKE,17-32
obama has more czars than the romanovs.,1,REAL,0,FAKE,0.9889741,0.011025913,0.9889741,False,13,REAL_TO_FAKE,1-16
the obama administration is refusing to directly arm the kurds.,1,REAL,0,FAKE,0.991078,0.00892202,0.991078,False,14,REAL_TO_FAKE,1-16
u. s. rep. paul broun has not authored any legislation that has been adopted by congress.,1,REAL,0,FAKE,0.9934315,0.0065685045,0.9934315,False,23,REAL_TO_FAKE,17-32
michele bachmanns legislative record is offering failed amendments.,1,REAL,0,FAKE,0.99374914,0.006250902,0.99374914,False,13,REAL_TO_FAKE,1-16
